season,club_code,week,game_type,depth_team,last_name,first_name,football_name,formation,gsis_id,jersey_number,position,elias_id,depth_position,full_name
2021,ATL,3.0,REG,1,Williams,Avery,Avery,Special Teams,00-0036950,26,RB,WIL145932,PR,Avery Williams
2021,ATL,3.0,REG,1,Patterson,Cordarrelle,Cordarrelle,Special Teams,00-0030578,84,RB,PAT387075,KOR,Cordarrelle Patterson
2021,ATL,3.0,REG,1,Ryan,Matthew,Matt,Offense,00-0026143,2,QB,RYA238179,QB,Matt Ryan
2021,ATL,4.0,REG,2,Davidson,Marlon,Marlon,Defense,00-0036291,90,DT,DAV093525,DL,Marlon Davidson
2021,ATL,4.0,REG,2,Spriggs,Jason,Jason,Offense,00-0032766,76,T,SPR150252,LT,Jason Spriggs
2021,ATL,4.0,REG,1,McGary,Kaleb,Kaleb,Offense,00-0035235,76,T,MCG037471,RT,Kaleb McGary
2021,ATL,4.0,REG,2,Spriggs,Jason,Jason,Offense,00-0032766,76,T,SPR150252,RT,Jason Spriggs
2021,ATL,4.0,REG,2,Zaccheaus,Olamide,Olamide,Offense,00-0035208,14,WR,ZAC133180,WR,Olamide Zaccheaus
2021,ATL,4.0,REG,3,Tuioti-Mariner,Jacob,Jacob,Defense,00-0034154,94,OLB,TUI681078,OLB,Jacob Tuioti-Mariner
2021,ATL,4.0,REG,2,Walker,Mykal,Mykal,Defense,00-0036300,32,ILB,WAL280175,LB,Mykal Walker
2021,ATL,4.0,REG,2,Etheridge,Dorian,Dorian,Defense,00-0036824,52,ILB,ETH272762,LB,Dorian Etheridge
2021,ATL,4.0,REG,1,Jarrett,Grady,Grady,Defense,00-0031583,97,DT,JAR254349,DL,Grady Jarrett
2021,ATL,4.0,REG,1,Pitts,Kyle,Kyle,Offense,00-0036970,8,TE,PIT516805,TE,Kyle Pitts
2021,ATL,4.0,REG,2,Dalman,Drew,Drew,Offense,00-0036957,67,C,DAL530648,LG,Drew Dalman
2021,ATL,4.0,REG,3,Gossett,Colby,Colby,Offense,00-0034165,66,G,GOS543220,LG,Colby Gossett
2021,ATL,4.0,REG,1,Hennessy,Matthew,Matt,Offense,00-0036295,76,C,HEN536731,C,Matt Hennessy
2021,ATL,4.0,REG,2,Dalman,Drew,Drew,Offense,00-0036957,67,C,DAL530648,C,Drew Dalman
2021,ATL,4.0,REG,2,Dalman,Drew,Drew,Offense,00-0036957,67,C,DAL530648,RG,Drew Dalman
2021,ATL,4.0,REG,1,Hurst,Hayden,Hayden,Offense,00-0034830,88,TE,HUR495014,TE,Hayden Hurst
2021,ATL,4.0,REG,2,Smith,Alton,Keith,Offense,00-0030968,40,FB,SMI449995,TE,Keith Smith
2021,ATL,4.0,REG,1,Gage,Russell,Russell,Offense,00-0034411,3,WR,GAG130654,WR,Russell Gage
2021,ATL,4.0,REG,2,Patterson,Cordarrelle,Cordarrelle,Offense,00-0030578,84,RB,PAT387075,RB,Cordarrelle Patterson
2021,ATL,4.0,REG,2,Rosen,Joshua,Josh,Offense,00-0034343,19,QB,ROS357433,QB,Josh Rosen
2021,ATL,4.0,REG,1,Nizialek,Cameron,Cameron,Special Teams,00-0035742,4,P,NIZ207645,P,Cameron Nizialek
2021,ATL,4.0,REG,3,Williams,Avery,Avery,Defense,00-0036950,26,RB,WIL145932,"
    ",Avery Williams
2021,ATL,4.0,REG,1,Harris,Erik,Erik,Defense,00-0032320,35,FS,HAR385656,S,Erik Harris
2021,ATL,4.0,REG,2,Hawkins,Jaylinn,Jaylinn,Defense,00-0036302,32,FS,HAW416901,S,Jaylinn Hawkins
2021,ATL,4.0,REG,1,Harmon,Duron,Duron,Defense,00-0030383,30,SS,HAR195786,S,Duron Harmon
2021,ATL,4.0,REG,2,Oliver,Muhammad,Isaiah,Defense,00-0034357,26,CB,OLI431868,CB,Isaiah Oliver
2021,ATL,4.0,REG,2,Sharpe,Tajae,Tajae,Offense,00-0032778,88,WR,SHA495155,WR,Tajae Sharpe
2021,ATL,4.0,REG,1,Matthews,Jacob,Jake,Offense,00-0031279,70,T,MAT565555,LT,Jake Matthews
2021,ATL,4.0,REG,1,Ryan,Matthew,Matt,Offense,00-0026143,2,QB,RYA238179,QB,Matt Ryan
2021,ATL,4.0,REG,3,Franks,Feleipe,Feleipe,Offense,00-0036825,15,TE,FRA593646,QB,Feleipe Franks
2021,ATL,4.0,REG,1,Koo,Younghoe,Younghoe,Special Teams,00-0033702,6,K,KOO012942,K,Younghoe Koo
2021,ATL,4.0,REG,2,Graham,Ta'Quon,Ta'Quon,Defense,00-0036948,95,DE,GRA243423,DL,Ta'Quon Graham
2021,ATL,4.0,REG,1,Means,Steven,Steven,Defense,00-0030387,60,OLB,MEA790667,OLB,Steven Means
2021,ATL,4.0,REG,2,Green,T.J.,T.J.,Defense,00-0033059,14,CB,GRE363278,CB,T.J. Green
2021,ATL,4.0,REG,1,Moreau,Fabian,Fabian,Defense,00-0033918,23,CB,MOR095343,CB,Fabian Moreau
2021,ATL,4.0,REG,1,Nizialek,Cameron,Cameron,Special Teams,00-0035742,4,P,NIZ207645,H,Cameron Nizialek
2021,ATL,4.0,REG,1,Williams,Avery,Avery,Special Teams,00-0036950,26,RB,WIL145932,PR,Avery Williams
2021,ATL,4.0,REG,1,Patterson,Cordarrelle,Cordarrelle,Special Teams,00-0030578,84,RB,PAT387075,KOR,Cordarrelle Patterson
2021,ATL,4.0,REG,1,Davison,Tyeler,Tyeler,Defense,00-0031947,90,DT,DAV822084,DL,Tyeler Davison
2021,ATL,4.0,REG,1,Ridley,Calvin,Calvin,Offense,00-0034837,0,WR,RID652384,WR,Calvin Ridley
2021,ATL,4.0,REG,3,Blake,Christian,Christian,Offense,00-0034132,21,WR,BLA573971,WR,Christian Blake
2021,ATL,4.0,REG,2,Smith,Joseph,Lee,Offense,00-0028097,85,TE,SMI480240,TE,Lee Smith
2021,ATL,4.0,REG,1,Mayfield,Jalen,Jalen,Offense,00-0036947,62,G,MAY488697,LG,Jalen Mayfield
2021,ATL,4.0,REG,1,Lindstrom,Christopher,Chris,Offense,00-0035630,63,G,LIN451080,RG,Chris Lindstrom
2021,ATL,4.0,REG,3,Hesse,Parker,Parker,Offense,00-0035572,43,TE,HES209145,TE,Parker Hesse
2021,ATL,4.0,REG,3,Darby,Frank,Frank,Offense,00-0036951,88,WR,DAR139841,WR,Frank Darby
2021,ATL,4.0,REG,1,Davis,Michael,Mike,Offense,00-0032063,28,RB,DAV567050,RB,Mike Davis
2021,ATL,4.0,REG,3,Gallman,Wayne,Wayne,Offense,00-0033950,29,RB,GAL649066,RB,Wayne Gallman
